"destination_id","alias","canonical_name","provider_entity_id","source_url","status"
"jp-miyajima","伊都岐島","厳島","Q875301","https://www.wikidata.org/w/index.php?title=Q875301&oldid=undefined","unresolved"
"jp-miyajima","宮島","厳島","Q875301","https://www.wikidata.org/w/index.php?title=Q875301&oldid=undefined","unresolved"
"jp-miyajima","安藝之宮島","厳島","Q875301","https://www.wikidata.org/w/index.php?title=Q875301&oldid=undefined","unresolved"
"jp-miyajima","宫岛","厳島","Q875301","https://www.wikidata.org/w/index.php?title=Q875301&oldid=undefined","unresolved"
"jp-miyajima","安藝宮島","厳島","Q875301","https://www.wikidata.org/w/index.php?title=Q875301&oldid=undefined","unresolved"
"jp-nagoya","Nagoya","名古屋市","Q11751","https://www.wikidata.org/w/index.php?title=Q11751&oldid=undefined","verified"
"jp-nagoya","名古屋","名古屋市","Q11751","https://www.wikidata.org/w/index.php?title=Q11751&oldid=undefined","verified"
"jp-nagoya","中京","名古屋市","Q11751","https://www.wikidata.org/w/index.php?title=Q11751&oldid=undefined","verified"
"jp-nagoya","Nagoya-shi","名古屋市","Q11751","https://www.wikidata.org/w/index.php?title=Q11751&oldid=undefined","verified"
"jp-nagoya","Nagoya City","名古屋市","Q11751","https://www.wikidata.org/w/index.php?title=Q11751&oldid=undefined","verified"
"jp-kanazawa","Kanazawa","金沢市","Q191130","https://www.wikidata.org/w/index.php?title=Q191130&oldid=undefined","verified"
"jp-kanazawa","金沢区","金沢市","Q191130","https://www.wikidata.org/w/index.php?title=Q191130&oldid=undefined","verified"
"jp-kanazawa","金澤市","金沢市","Q191130","https://www.wikidata.org/w/index.php?title=Q191130&oldid=undefined","verified"
"jp-kanazawa","金泽市","金沢市","Q191130","https://www.wikidata.org/w/index.php?title=Q191130&oldid=undefined","verified"
"jp-kanazawa","金澤區","金沢市","Q191130","https://www.wikidata.org/w/index.php?title=Q191130&oldid=undefined","verified"
"jp-takayama","Takayama","高山市","Q622594","https://www.wikidata.org/w/index.php?title=Q622594&oldid=undefined","verified"
"jp-takayama","飛騨高山","高山市","Q622594","https://www.wikidata.org/w/index.php?title=Q622594&oldid=undefined","verified"
"jp-takayama","飛驒高山","高山市","Q622594","https://www.wikidata.org/w/index.php?title=Q622594&oldid=undefined","verified"
"jp-takayama","Hida-Takayama","高山市","Q622594","https://www.wikidata.org/w/index.php?title=Q622594&oldid=undefined","verified"
"jp-shirakawa-go","Shirakawa-go","白川郷","Q1002193","https://www.wikidata.org/w/index.php?title=Q1002193&oldid=undefined","unresolved"
"jp-shirakawa-go","Shirakawagō","白川郷","Q1002193","https://www.wikidata.org/w/index.php?title=Q1002193&oldid=undefined","unresolved"
"jp-shirakawa-go","Shirakawago","白川郷","Q1002193","https://www.wikidata.org/w/index.php?title=Q1002193&oldid=undefined","unresolved"
"jp-shirakawa-go","Shirakawagou","白川郷","Q1002193","https://www.wikidata.org/w/index.php?title=Q1002193&oldid=undefined","unresolved"
"jp-nikko","Nikko","日光市","Q235753","https://www.wikidata.org/w/index.php?title=Q235753&oldid=undefined","verified"
"jp-nikko","日光町","日光市","Q235753","https://www.wikidata.org/w/index.php?title=Q235753&oldid=undefined","verified"
"jp-nikko","Nikko City","日光市","Q235753","https://www.wikidata.org/w/index.php?title=Q235753&oldid=undefined","verified"
"jp-nikko","Nikko-shi","日光市","Q235753","https://www.wikidata.org/w/index.php?title=Q235753&oldid=undefined","verified"
"jp-nikko","Nikkō","日光市","Q235753","https://www.wikidata.org/w/index.php?title=Q235753&oldid=undefined","verified"
"jp-sendai","Sendai","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","仙都","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","杜の都","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","仙臺","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","千代","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","先代","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","僊臺","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","学都仙台","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","楽都仙台","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","仙台","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-sendai","仙臺市","仙台市","Q46747","https://www.wikidata.org/w/index.php?title=Q46747&oldid=undefined","verified"
"jp-hakodate","Hakodate","函館市","Q26418","https://www.wikidata.org/w/index.php?title=Q26418&oldid=undefined","verified"
"jp-hakodate","函館区","函館市","Q26418","https://www.wikidata.org/w/index.php?title=Q26418&oldid=undefined","verified"
"jp-hakodate","箱館","函館市","Q26418","https://www.wikidata.org/w/index.php?title=Q26418&oldid=undefined","verified"
"jp-hakodate","函馆市","函館市","Q26418","https://www.wikidata.org/w/index.php?title=Q26418&oldid=undefined","verified"
"jp-hakodate","函館","函館市","Q26418","https://www.wikidata.org/w/index.php?title=Q26418&oldid=undefined","verified"
"jp-hakodate","函馆","函館市","Q26418","https://www.wikidata.org/w/index.php?title=Q26418&oldid=undefined","verified"
"jp-otaru","Otaru","小樽市","Q242108","https://www.wikidata.org/w/index.php?title=Q242108&oldid=undefined","verified"
"jp-otaru","小樽区","小樽市","Q242108","https://www.wikidata.org/w/index.php?title=Q242108&oldid=undefined","verified"
"jp-otaru","小樽内","小樽市","Q242108","https://www.wikidata.org/w/index.php?title=Q242108&oldid=undefined","verified"
"jp-otaru","小樽","小樽市","Q242108","https://www.wikidata.org/w/index.php?title=Q242108&oldid=undefined","verified"
"jp-beppu","Beppu","別府市","Q273880","https://www.wikidata.org/w/index.php?title=Q273880&oldid=undefined","unresolved"
"jp-beppu","別府村","別府市","Q273880","https://www.wikidata.org/w/index.php?title=Q273880&oldid=undefined","unresolved"
"jp-beppu","別府町","別府市","Q273880","https://www.wikidata.org/w/index.php?title=Q273880&oldid=undefined","unresolved"
"jp-beppu","別府","別府市","Q273880","https://www.wikidata.org/w/index.php?title=Q273880&oldid=undefined","unresolved"
"jp-yufuin","Yufuin","由布院温泉","Q11264855","https://www.wikidata.org/w/index.php?title=Q11264855&oldid=undefined","verified"
"jp-yufuin","湯布院温泉","由布院温泉","Q11264855","https://www.wikidata.org/w/index.php?title=Q11264855&oldid=undefined","verified"
"jp-nagasaki","Nagasaki","長崎市","Q38234","https://www.wikidata.org/w/index.php?title=Q38234&oldid=undefined","verified"
"jp-nagasaki","長崎市","長崎市","Q38234","https://www.wikidata.org/w/index.php?title=Q38234&oldid=undefined","verified"
"jp-kumamoto","Kumamoto","熊本市","Q199889","https://www.wikidata.org/w/index.php?title=Q199889&oldid=undefined","verified"
"jp-aso","Aso","阿蘇市","Q733681","https://www.wikidata.org/w/index.php?title=Q733681&oldid=undefined","verified"
"jp-kagoshima","Kagoshima","鹿児島市","Q15674","https://www.wikidata.org/w/index.php?title=Q15674&oldid=undefined","verified"
"jp-kagoshima","鹿兒島","鹿児島市","Q15674","https://www.wikidata.org/w/index.php?title=Q15674&oldid=undefined","verified"
"jp-naha","Naha","那覇市","Q181966","https://www.wikidata.org/w/index.php?title=Q181966&oldid=undefined","verified"
"jp-naha","那霸市","那覇市","Q181966","https://www.wikidata.org/w/index.php?title=Q181966&oldid=undefined","verified"
"jp-naha","那覇区","那覇市","Q181966","https://www.wikidata.org/w/index.php?title=Q181966&oldid=undefined","verified"
"jp-naha","ナーファ","那覇市","Q181966","https://www.wikidata.org/w/index.php?title=Q181966&oldid=undefined","verified"
"jp-naha","ナファ","那覇市","Q181966","https://www.wikidata.org/w/index.php?title=Q181966&oldid=undefined","verified"
"jp-naha","那霸","那覇市","Q181966","https://www.wikidata.org/w/index.php?title=Q181966&oldid=undefined","verified"
"jp-naha","Napa","那覇市","Q181966","https://www.wikidata.org/w/index.php?title=Q181966&oldid=undefined","verified"
"jp-ishigaki","Ishigaki","石垣島","Q714339","https://www.wikidata.org/w/index.php?title=Q714339&oldid=undefined","verified"
"jp-ishigaki","いしがきじま","石垣島","Q714339","https://www.wikidata.org/w/index.php?title=Q714339&oldid=undefined","verified"
"jp-ishigaki","石垣岛","石垣島","Q714339","https://www.wikidata.org/w/index.php?title=Q714339&oldid=undefined","verified"
"jp-ishigaki","Ishigakijima","石垣島","Q714339","https://www.wikidata.org/w/index.php?title=Q714339&oldid=undefined","verified"
"jp-ishigaki","Ishigaki-jima","石垣島","Q714339","https://www.wikidata.org/w/index.php?title=Q714339&oldid=undefined","verified"
"jp-matsuyama","Matsuyama","松山市","Q200022","https://www.wikidata.org/w/index.php?title=Q200022&oldid=undefined","verified"
"jp-matsuyama","Matsuyama, Ehime","松山市","Q200022","https://www.wikidata.org/w/index.php?title=Q200022&oldid=undefined","verified"
"jp-matsuyama","Matsuyama, Japan","松山市","Q200022","https://www.wikidata.org/w/index.php?title=Q200022&oldid=undefined","verified"
"jp-takamatsu","Takamatsu","高松市","Q200707","https://www.wikidata.org/w/index.php?title=Q200707&oldid=undefined","verified"
"jp-takamatsu","高松","高松市","Q200707","https://www.wikidata.org/w/index.php?title=Q200707&oldid=undefined","verified"
"jp-kochi","Kochi","高知市","Q200251","https://www.wikidata.org/w/index.php?title=Q200251&oldid=undefined","verified"
"jp-kochi","こうちし","高知市","Q200251","https://www.wikidata.org/w/index.php?title=Q200251&oldid=undefined","verified"
"jp-kochi","Kochi City","高知市","Q200251","https://www.wikidata.org/w/index.php?title=Q200251&oldid=undefined","verified"
"jp-kochi","Kochi-shi","高知市","Q200251","https://www.wikidata.org/w/index.php?title=Q200251&oldid=undefined","verified"
"jp-fujikawaguchiko","Fujikawaguchiko","富士河口湖町","Q1004231","https://www.wikidata.org/w/index.php?title=Q1004231&oldid=undefined","verified"
"jp-fujikawaguchiko","Fuji-Kawaguchiko","富士河口湖町","Q1004231","https://www.wikidata.org/w/index.php?title=Q1004231&oldid=undefined","verified"
"jp-karuizawa","Karuizawa","軽井沢町","Q1012064","https://www.wikidata.org/w/index.php?title=Q1012064&oldid=undefined","verified"
"jp-karuizawa","東長倉村","軽井沢町","Q1012064","https://www.wikidata.org/w/index.php?title=Q1012064&oldid=undefined","verified"
"jp-matsumoto","Matsumoto","松本市","Q213324","https://www.wikidata.org/w/index.php?title=Q213324&oldid=undefined","verified"
"jp-matsumoto","松本町","松本市","Q213324","https://www.wikidata.org/w/index.php?title=Q213324&oldid=undefined","verified"
"jp-furano","Furano","富良野市","Q654738","https://www.wikidata.org/w/index.php?title=Q654738&oldid=undefined","verified"
"jp-furano","富良野","富良野市","Q654738","https://www.wikidata.org/w/index.php?title=Q654738&oldid=undefined","verified"
"jp-furano","Hurano","富良野市","Q654738","https://www.wikidata.org/w/index.php?title=Q654738&oldid=undefined","verified"
"jp-biei","Biei","美瑛町","Q1355491","https://www.wikidata.org/w/index.php?title=Q1355491&oldid=undefined","verified"
"jp-biei","美瑛村","美瑛町","Q1355491","https://www.wikidata.org/w/index.php?title=Q1355491&oldid=undefined","verified"
"jp-biei","美瑛","美瑛町","Q1355491","https://www.wikidata.org/w/index.php?title=Q1355491&oldid=undefined","verified"
"jp-niseko","Niseko","ニセコ","Q11324349","https://www.wikidata.org/w/index.php?title=Q11324349&oldid=undefined","unresolved"
"jp-shiretoko","Shiretoko","知床半島","Q629238","https://www.wikidata.org/w/index.php?title=Q629238&oldid=undefined","unresolved"
"jp-shiretoko","Shiretoko-hantō","知床半島","Q629238","https://www.wikidata.org/w/index.php?title=Q629238&oldid=undefined","unresolved"
"jp-noboribetsu","Noboribetsu","登別市","Q428989","https://www.wikidata.org/w/index.php?title=Q428989&oldid=undefined","unresolved"
"jp-noboribetsu","幌別村","登別市","Q428989","https://www.wikidata.org/w/index.php?title=Q428989&oldid=undefined","unresolved"
"jp-noboribetsu","幌別町","登別市","Q428989","https://www.wikidata.org/w/index.php?title=Q428989&oldid=undefined","unresolved"
"jp-noboribetsu","登別町","登別市","Q428989","https://www.wikidata.org/w/index.php?title=Q428989&oldid=undefined","unresolved"
"jp-noboribetsu","Noboribetu","登別市","Q428989","https://www.wikidata.org/w/index.php?title=Q428989&oldid=undefined","unresolved"
"jp-noboribetsu","Horobetsu","登別市","Q428989","https://www.wikidata.org/w/index.php?title=Q428989&oldid=undefined","unresolved"
"jp-noboribetsu","Noboribetsu-shi","登別市","Q428989","https://www.wikidata.org/w/index.php?title=Q428989&oldid=undefined","unresolved"
"jp-lake-toya","Lake Toya","洞爺湖","Q1323974","https://www.wikidata.org/w/index.php?title=Q1323974&oldid=undefined","verified"
"jp-lake-toya","Tōya-ko","洞爺湖","Q1323974","https://www.wikidata.org/w/index.php?title=Q1323974&oldid=undefined","verified"
"jp-asahikawa","Asahikawa","旭川市","Q200740","https://www.wikidata.org/w/index.php?title=Q200740&oldid=undefined","verified"
"jp-asahikawa","旭川区","旭川市","Q200740","https://www.wikidata.org/w/index.php?title=Q200740&oldid=undefined","verified"
"jp-asahikawa","旭川町","旭川市","Q200740","https://www.wikidata.org/w/index.php?title=Q200740&oldid=undefined","verified"
"jp-kushiro","Kushiro","釧路市","Q271917","https://www.wikidata.org/w/index.php?title=Q271917&oldid=undefined","verified"
"jp-kushiro","釧路区","釧路市","Q271917","https://www.wikidata.org/w/index.php?title=Q271917&oldid=undefined","verified"
"jp-kushiro","釧路町","釧路市","Q271917","https://www.wikidata.org/w/index.php?title=Q271917&oldid=undefined","verified"
"jp-kushiro","Kusiro","釧路市","Q271917","https://www.wikidata.org/w/index.php?title=Q271917&oldid=undefined","verified"
"jp-obihiro","Obihiro","帯広市","Q177149","https://www.wikidata.org/w/index.php?title=Q177149&oldid=undefined","verified"
"jp-obihiro","帯広町","帯広市","Q177149","https://www.wikidata.org/w/index.php?title=Q177149&oldid=undefined","verified"
"jp-aomori","Aomori","青森市","Q146790","https://www.wikidata.org/w/index.php?title=Q146790&oldid=undefined","verified"
"jp-aomori","青森町","青森市","Q146790","https://www.wikidata.org/w/index.php?title=Q146790&oldid=undefined","verified"
"jp-hirosaki","Hirosaki","弘前市","Q194087","https://www.wikidata.org/w/index.php?title=Q194087&oldid=undefined","verified"
"jp-hirosaki","弘前","弘前市","Q194087","https://www.wikidata.org/w/index.php?title=Q194087&oldid=undefined","verified"
"jp-hachinohe","Hachinohe","八戸市","Q191914","https://www.wikidata.org/w/index.php?title=Q191914&oldid=undefined","verified"
"jp-morioka","Morioka","盛岡市","Q200077","https://www.wikidata.org/w/index.php?title=Q200077&oldid=undefined","unresolved"
"jp-morioka","盛岡","盛岡市","Q200077","https://www.wikidata.org/w/index.php?title=Q200077&oldid=undefined","unresolved"
"jp-morioka","盛冈市","盛岡市","Q200077","https://www.wikidata.org/w/index.php?title=Q200077&oldid=undefined","unresolved"
"jp-hiraizumi","Hiraizumi","平泉町","Q1203004","https://www.wikidata.org/w/index.php?title=Q1203004&oldid=undefined","verified"
"jp-hiraizumi","平泉村","平泉町","Q1203004","https://www.wikidata.org/w/index.php?title=Q1203004&oldid=undefined","verified"
"jp-matsushima","Matsushima","松島","Q1144855","https://www.wikidata.org/w/index.php?title=Q1144855&oldid=undefined","verified"
"jp-matsushima","奥松島","松島","Q1144855","https://www.wikidata.org/w/index.php?title=Q1144855&oldid=undefined","verified"
"jp-akiu","Akiu","秋保温泉","Q11594813","https://www.wikidata.org/w/index.php?title=Q11594813&oldid=undefined","unresolved"
"jp-akita","Akita","秋田市","Q17139","https://www.wikidata.org/w/index.php?title=Q17139&oldid=undefined","verified"
"jp-kakunodate","Kakunodate","角館","Q11630890","https://www.wikidata.org/w/index.php?title=Q11630890&oldid=undefined","verified"
"jp-yamagata","Yamagata","山形市","Q205526","https://www.wikidata.org/w/index.php?title=Q205526&oldid=undefined","verified"
"jp-zao","Zao","蔵王温泉","Q7159554","https://www.wikidata.org/w/index.php?title=Q7159554&oldid=undefined","unresolved"
"jp-ginzan-onsen","Ginzan Onsen","銀山温泉","Q5563313","https://www.wikidata.org/w/index.php?title=Q5563313&oldid=undefined","verified"
