"request_id","pack_id","entity_type","entity_id","display_name_zh","display_name_ja","display_name_en","asset_role","poi_tier","priority","orientation","target_width","target_height","source_policy","status","provider","source_id","source_url","license","credit","commercial_use_allowed","cache_allowed","derivatives_allowed","notes"
"jp-tokyo-landmark-symbol-008","jp-tokyo","asset_request","jp-tokyo-landmark-symbol-008","东京 · landmark-symbol 需求 8","東京 · landmark-symbol 素材枠 8","Tokyo · landmark-symbol request 8","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-001","jp-tokyo","asset_request","jp-tokyo-poi-image-001","东京 · poi-image 需求 1","東京 · poi-image 素材枠 1","Tokyo · poi-image request 1","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-002","jp-tokyo","asset_request","jp-tokyo-poi-image-002","东京 · poi-image 需求 2","東京 · poi-image 素材枠 2","Tokyo · poi-image request 2","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-003","jp-tokyo","asset_request","jp-tokyo-poi-image-003","东京 · poi-image 需求 3","東京 · poi-image 素材枠 3","Tokyo · poi-image request 3","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-004","jp-tokyo","asset_request","jp-tokyo-poi-image-004","东京 · poi-image 需求 4","東京 · poi-image 素材枠 4","Tokyo · poi-image request 4","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-005","jp-tokyo","asset_request","jp-tokyo-poi-image-005","东京 · poi-image 需求 5","東京 · poi-image 素材枠 5","Tokyo · poi-image request 5","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-006","jp-tokyo","asset_request","jp-tokyo-poi-image-006","东京 · poi-image 需求 6","東京 · poi-image 素材枠 6","Tokyo · poi-image request 6","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-007","jp-tokyo","asset_request","jp-tokyo-poi-image-007","东京 · poi-image 需求 7","東京 · poi-image 素材枠 7","Tokyo · poi-image request 7","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-008","jp-tokyo","asset_request","jp-tokyo-poi-image-008","东京 · poi-image 需求 8","東京 · poi-image 素材枠 8","Tokyo · poi-image request 8","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-009","jp-tokyo","asset_request","jp-tokyo-poi-image-009","东京 · poi-image 需求 9","東京 · poi-image 素材枠 9","Tokyo · poi-image request 9","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-010","jp-tokyo","asset_request","jp-tokyo-poi-image-010","东京 · poi-image 需求 10","東京 · poi-image 素材枠 10","Tokyo · poi-image request 10","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-011","jp-tokyo","asset_request","jp-tokyo-poi-image-011","东京 · poi-image 需求 11","東京 · poi-image 素材枠 11","Tokyo · poi-image request 11","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-tokyo-poi-image-012","jp-tokyo","asset_request","jp-tokyo-poi-image-012","东京 · poi-image 需求 12","東京 · poi-image 素材枠 12","Tokyo · poi-image request 12","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-desktop-hero-001","jp-kyoto","asset_request","jp-kyoto-desktop-hero-001","京都 · desktop-hero 需求 1","京都 · desktop-hero 素材枠 1","Kyoto · desktop-hero request 1","desktop-hero","","P0","landscape","1920","1080","licensed_documentary_or_explicitly_approved_illustrative","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-mobile-hero-001","jp-kyoto","asset_request","jp-kyoto-mobile-hero-001","京都 · mobile-hero 需求 1","京都 · mobile-hero 素材枠 1","Kyoto · mobile-hero request 1","mobile-hero","","P0","portrait","1080","1440","licensed_documentary_or_explicitly_approved_illustrative","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-area-cover-001","jp-kyoto","asset_request","jp-kyoto-area-cover-001","京都 · area-cover 需求 1","京都 · area-cover 素材枠 1","Kyoto · area-cover request 1","area-cover","","P1","landscape","960","640","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-area-cover-002","jp-kyoto","asset_request","jp-kyoto-area-cover-002","京都 · area-cover 需求 2","京都 · area-cover 素材枠 2","Kyoto · area-cover request 2","area-cover","","P1","landscape","960","640","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-area-cover-003","jp-kyoto","asset_request","jp-kyoto-area-cover-003","京都 · area-cover 需求 3","京都 · area-cover 素材枠 3","Kyoto · area-cover request 3","area-cover","","P1","landscape","960","640","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-001","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-001","京都 · landmark-symbol 需求 1","京都 · landmark-symbol 素材枠 1","Kyoto · landmark-symbol request 1","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-002","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-002","京都 · landmark-symbol 需求 2","京都 · landmark-symbol 素材枠 2","Kyoto · landmark-symbol request 2","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-003","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-003","京都 · landmark-symbol 需求 3","京都 · landmark-symbol 素材枠 3","Kyoto · landmark-symbol request 3","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-004","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-004","京都 · landmark-symbol 需求 4","京都 · landmark-symbol 素材枠 4","Kyoto · landmark-symbol request 4","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-005","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-005","京都 · landmark-symbol 需求 5","京都 · landmark-symbol 素材枠 5","Kyoto · landmark-symbol request 5","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-006","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-006","京都 · landmark-symbol 需求 6","京都 · landmark-symbol 素材枠 6","Kyoto · landmark-symbol request 6","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-007","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-007","京都 · landmark-symbol 需求 7","京都 · landmark-symbol 素材枠 7","Kyoto · landmark-symbol request 7","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-landmark-symbol-008","jp-kyoto","asset_request","jp-kyoto-landmark-symbol-008","京都 · landmark-symbol 需求 8","京都 · landmark-symbol 素材枠 8","Kyoto · landmark-symbol request 8","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-001","jp-kyoto","asset_request","jp-kyoto-poi-image-001","京都 · poi-image 需求 1","京都 · poi-image 素材枠 1","Kyoto · poi-image request 1","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-002","jp-kyoto","asset_request","jp-kyoto-poi-image-002","京都 · poi-image 需求 2","京都 · poi-image 素材枠 2","Kyoto · poi-image request 2","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-003","jp-kyoto","asset_request","jp-kyoto-poi-image-003","京都 · poi-image 需求 3","京都 · poi-image 素材枠 3","Kyoto · poi-image request 3","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-004","jp-kyoto","asset_request","jp-kyoto-poi-image-004","京都 · poi-image 需求 4","京都 · poi-image 素材枠 4","Kyoto · poi-image request 4","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-005","jp-kyoto","asset_request","jp-kyoto-poi-image-005","京都 · poi-image 需求 5","京都 · poi-image 素材枠 5","Kyoto · poi-image request 5","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-006","jp-kyoto","asset_request","jp-kyoto-poi-image-006","京都 · poi-image 需求 6","京都 · poi-image 素材枠 6","Kyoto · poi-image request 6","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-007","jp-kyoto","asset_request","jp-kyoto-poi-image-007","京都 · poi-image 需求 7","京都 · poi-image 素材枠 7","Kyoto · poi-image request 7","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-008","jp-kyoto","asset_request","jp-kyoto-poi-image-008","京都 · poi-image 需求 8","京都 · poi-image 素材枠 8","Kyoto · poi-image request 8","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-009","jp-kyoto","asset_request","jp-kyoto-poi-image-009","京都 · poi-image 需求 9","京都 · poi-image 素材枠 9","Kyoto · poi-image request 9","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-010","jp-kyoto","asset_request","jp-kyoto-poi-image-010","京都 · poi-image 需求 10","京都 · poi-image 素材枠 10","Kyoto · poi-image request 10","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-011","jp-kyoto","asset_request","jp-kyoto-poi-image-011","京都 · poi-image 需求 11","京都 · poi-image 素材枠 11","Kyoto · poi-image request 11","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-kyoto-poi-image-012","jp-kyoto","asset_request","jp-kyoto-poi-image-012","京都 · poi-image 需求 12","京都 · poi-image 素材枠 12","Kyoto · poi-image request 12","poi-image","A","P2","landscape","640","360","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-desktop-hero-001","jp-osaka","asset_request","jp-osaka-desktop-hero-001","大阪 · desktop-hero 需求 1","大阪 · desktop-hero 素材枠 1","Osaka · desktop-hero request 1","desktop-hero","","P0","landscape","1920","1080","licensed_documentary_or_explicitly_approved_illustrative","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-mobile-hero-001","jp-osaka","asset_request","jp-osaka-mobile-hero-001","大阪 · mobile-hero 需求 1","大阪 · mobile-hero 素材枠 1","Osaka · mobile-hero request 1","mobile-hero","","P0","portrait","1080","1440","licensed_documentary_or_explicitly_approved_illustrative","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-area-cover-001","jp-osaka","asset_request","jp-osaka-area-cover-001","大阪 · area-cover 需求 1","大阪 · area-cover 素材枠 1","Osaka · area-cover request 1","area-cover","","P1","landscape","960","640","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-area-cover-002","jp-osaka","asset_request","jp-osaka-area-cover-002","大阪 · area-cover 需求 2","大阪 · area-cover 素材枠 2","Osaka · area-cover request 2","area-cover","","P1","landscape","960","640","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-area-cover-003","jp-osaka","asset_request","jp-osaka-area-cover-003","大阪 · area-cover 需求 3","大阪 · area-cover 素材枠 3","Osaka · area-cover request 3","area-cover","","P1","landscape","960","640","licensed_documentary_or_provider_reference_no_scraping","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-001","jp-osaka","asset_request","jp-osaka-landmark-symbol-001","大阪 · landmark-symbol 需求 1","大阪 · landmark-symbol 素材枠 1","Osaka · landmark-symbol request 1","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-002","jp-osaka","asset_request","jp-osaka-landmark-symbol-002","大阪 · landmark-symbol 需求 2","大阪 · landmark-symbol 素材枠 2","Osaka · landmark-symbol request 2","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-003","jp-osaka","asset_request","jp-osaka-landmark-symbol-003","大阪 · landmark-symbol 需求 3","大阪 · landmark-symbol 素材枠 3","Osaka · landmark-symbol request 3","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-004","jp-osaka","asset_request","jp-osaka-landmark-symbol-004","大阪 · landmark-symbol 需求 4","大阪 · landmark-symbol 素材枠 4","Osaka · landmark-symbol request 4","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-005","jp-osaka","asset_request","jp-osaka-landmark-symbol-005","大阪 · landmark-symbol 需求 5","大阪 · landmark-symbol 素材枠 5","Osaka · landmark-symbol request 5","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-006","jp-osaka","asset_request","jp-osaka-landmark-symbol-006","大阪 · landmark-symbol 需求 6","大阪 · landmark-symbol 素材枠 6","Osaka · landmark-symbol request 6","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-007","jp-osaka","asset_request","jp-osaka-landmark-symbol-007","大阪 · landmark-symbol 需求 7","大阪 · landmark-symbol 素材枠 7","Osaka · landmark-symbol request 7","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
"jp-osaka-landmark-symbol-008","jp-osaka","asset_request","jp-osaka-landmark-symbol-008","大阪 · landmark-symbol 需求 8","大阪 · landmark-symbol 素材枠 8","Osaka · landmark-symbol request 8","landmark-symbol","S","P1","square","640","640","original_symbolic_only_not_documentary","acquisition_required","","","","","","","","","Unresolved role/area requirement, NOT a real POI entity. Pack destination is supported by start-flow generated-plans/japan-regions and trip-library fixtures; identify subject and verify names before acquisition."
